Associated_AAD_YPLL_Years ,LocationAbbr,LocationDesc,DataSource,Data_Value_Unit,ConditionType,Category,Cause_of_Death,Direct_AAF,Direct_AAF_Alt,Indirect_AAF_Low,Indirect_AAF_Low_Alt,Indirect_AAF_Medium,Indirect_AAF_Medium_Alt,Indirect_AAF_High,Indirect_AAF_High_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,ConsumptionPattern,Sex,AgeGroup,LocationID,ConditionTypeID,CategoryID,Cause_of_Death_ID,ConsumptionID,SexID,AgeGroupID,DataValueUnitID
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Homicide,0.47,0.47,,,,,,,,,Any Alcohol Use,Male,Overall,53,ACUTE,CAT9,HOMICI,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Hypothermia,0.41,0.41,,,,,,,,,Any Alcohol Use,Female,Overall,53,ACUTE,CAT9,HYPOTH,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Hypothermia,0.41,0.41,,,,,,,,,Any Alcohol Use,Male,Overall,53,ACUTE,CAT9,HYPOTH,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Motor vehicle nontraffic crashes,0.18,0.18,,,,,,,,,Any Alcohol Use,Female,Overall,53,ACUTE,CAT9,MTVNTR,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Motor vehicle nontraffic crashes,0.18,0.18,,,,,,,,,Any Alcohol Use,Male,Overall,53,ACUTE,CAT9,MTVNTR,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Occupational and machine injuries,0.18,0.18,,,,,,,,,Any Alcohol Use,Female,Overall,53,ACUTE,CAT9,MACHOB,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Occupational and machine injuries,0.18,0.18,,,,,,,,,Any Alcohol Use,Male,Overall,53,ACUTE,CAT9,MACHOB,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Other road vehicle crashes,0.18,0.18,,,,,,,,,Any Alcohol Use,Female,Overall,53,ACUTE,CAT9,ORVACC,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Other road vehicle crashes,0.18,0.18,,,,,,,,,Any Alcohol Use,Male,Overall,53,ACUTE,CAT9,ORVACC,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Water transport,0.18,0.18,,,,,,,,,Any Alcohol Use,Female,Overall,53,ACUTE,CAT9,WATTRA,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Water transport,0.18,0.18,,,,,,,,,Any Alcohol Use,Male,Overall,53,ACUTE,CAT9,WATTRA,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Acute,Suicide,Suicide,0.24,0.24,,,,,,,,,Any Alcohol Use,Female,Overall,53,ACUTE,CAT8,SUICID,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Acute,Suicide,Suicide,0.24,0.24,,,,,,,,,Any Alcohol Use,Male,Overall,53,ACUTE,CAT8,SUICID,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Acute,Suicide,Suicide by and exposure to alcohol,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,53,ACUTE,CAT8,ALCSUC,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Acute,Suicide,Suicide by and exposure to alcohol,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,53,ACUTE,CAT8,ALCSUC,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol abuse,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,53,CHRONIC,CAT1,ALCABU,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol abuse,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,53,CHRONIC,CAT1,ALCABU,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol cardiomyopathy,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,53,CHRONIC,CAT1,ALCCAR,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol cardiomyopathy,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,53,CHRONIC,CAT1,ALCCAR,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,53,CHRONIC,CAT1,ALCDSY,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,53,CHRONIC,CAT1,ALCDSY,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol polyneuropathy,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,53,CHRONIC,CAT1,ALCPOL,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol polyneuropathy,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,53,CHRONIC,CAT1,ALCPOL,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol-induced acute pancreatitis,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,53,CHRONIC,CAT1,ALCACP,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol-induced acute pancreatitis,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,53,CHRONIC,CAT1,ALCACP,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol-induced chronic pancreatitis,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,53,CHRONIC,CAT1,ALCCRP,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol-induced chronic pancreatitis,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,53,CHRONIC,CAT1,ALCCRP,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcoholic gastritis,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,53,CHRONIC,CAT1,ALCGAS,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcoholic gastritis,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,53,CHRONIC,CAT1,ALCGAS,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,53,CHRONIC,CAT1,ALCLID,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,53,CHRONIC,CAT1,ALCLID,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcoholic myopathy,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,53,CHRONIC,CAT1,ALCMYO,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcoholic myopathy,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,53,CHRONIC,CAT1,ALCMYO,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcoholic psychosis,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,53,CHRONIC,CAT1,ALCPSY,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcoholic psychosis,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,53,CHRONIC,CAT1,ALCPSY,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Degeneration of nervous system due to alcohol,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,53,CHRONIC,CAT1,ALCNER,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Degeneration of nervous system due to alcohol,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,53,CHRONIC,CAT1,ALCNER,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Fetal alcohol syndrome,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,53,CHRONIC,CAT1,ALCFAS,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Fetal alcohol syndrome,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,53,CHRONIC,CAT1,ALCFAS,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Fetus and newborn affected by maternal use of alcohol,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,53,CHRONIC,CAT1,ALCMAU,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Fetus and newborn affected by maternal use of alcohol,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,53,CHRONIC,CAT1,ALCMAU,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, breast (females only)",,,0.02,0.02,0.02,0.02,0.05,0.05,x,"Cancer, breast and prostate: Sex-specific condition. Data only pertain to one sex.",Any Alcohol Use,Female,Overall,53,CHRONIC,CAT2,CANBRE,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, breast (females only)",,,x,,x,,x,,x,"Cancer, breast and prostate: Sex-specific condition. Data only pertain to one sex.",Any Alcohol Use,Male,Overall,53,CHRONIC,CAT2,CANBRE,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, colorectal",,,0.01,0.01,0.01,0.01,0.01,0.01,,,Any Alcohol Use,Female,Overall,53,CHRONIC,CAT2,CANCOL,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, colorectal",,,0.04,0.04,0.03,0.03,0.07,0.07,,,Any Alcohol Use,Male,Overall,53,CHRONIC,CAT2,CANCOL,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, esophageal",,,0.08,0.08,0.07,0.07,0.14,0.14,,,Any Alcohol Use,Female,Overall,53,CHRONIC,CAT2,CANESO,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, esophageal",,,0.14,0.14,0.11,0.11,0.24,0.24,,,Any Alcohol Use,Male,Overall,53,CHRONIC,CAT2,CANESO,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, laryngeal",,,0.03,0.03,0.03,0.03,0.06,0.06,,,Any Alcohol Use,Female,Overall,53,CHRONIC,CAT2,CANLAR,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, laryngeal",,,0.07,0.07,0.06,0.06,0.14,0.14,,,Any Alcohol Use,Male,Overall,53,CHRONIC,CAT2,CANLAR,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, liver",,,0.00,0,0.01,0.01,0.03,0.03,,,Any Alcohol Use,Female,Overall,53,CHRONIC,CAT2,CANLIV,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, liver",,,0.01,0.01,0.03,0.03,0.18,0.18,,,Any Alcohol Use,Male,Overall,53,CHRONIC,CAT2,CANLIV,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",,,0.05,0.05,0.05,0.05,0.12,0.12,,,Any Alcohol Use,Female,Overall,53,CHRONIC,CAT2,CANOCP,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",,,0.09,0.09,0.10,0.1,0.27,0.27,,,Any Alcohol Use,Male,Overall,53,CHRONIC,CAT2,CANOCP,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, pancreatic",,,0.00,0,0.00,0,0.01,0.01,,,Any Alcohol Use,Female,Overall,53,CHRONIC,CAT2,CANPAN,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, pancreatic",,,0.00,0,0.00,0,0.02,0.02,,,Any Alcohol Use,Male,Overall,53,CHRONIC,CAT2,CANPAN,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, prostate (males only)",,,0.01,0.01,0.01,0.01,0.01,0.01,x,"Cancer, breast and prostate: Sex-specific condition. Data only pertain to one sex.",Any Alcohol Use,Male,Overall,53,CHRONIC,CAT2,CANPRO,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, prostate (males only)",,,x,,x,,x,,x,"Cancer, breast and prostate: Sex-specific condition. Data only pertain to one sex.",Any Alcohol Use,Female,Overall,53,CHRONIC,CAT2,CANPRO,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, stomach",,,0.00,0,0.00,0,0.00,0,,,Any Alcohol Use,Female,Overall,53,CHRONIC,CAT2,CANSTO,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Cancer,"Cancer, stomach",,,0.00,0,0.00,0,0.02,0.02,,,Any Alcohol Use,Male,Overall,53,CHRONIC,CAT2,CANSTO,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Coronary heart disease,Coronary heart disease,,,-0.02,-0.02,0.00,0,0.01,0.01,,,Any Alcohol Use,Female,Overall,53,CHRONIC,CAT3,ISCHTD,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Coronary heart disease,Coronary heart disease,,,-0.02,-0.02,0.00,0,0.01,0.01,,,Any Alcohol Use,Male,Overall,53,CHRONIC,CAT3,ISCHTD,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Heart Disease and Stroke,Atrial fibrillation,,,0.01,0.01,0.01,0.01,0.02,0.02,,,Any Alcohol Use,Female,Overall,53,CHRONIC,CAT3,ATRFIB,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Heart Disease and Stroke,Atrial fibrillation,,,0.03,0.03,0.03,0.03,0.06,0.06,,,Any Alcohol Use,Male,Overall,53,CHRONIC,CAT3,ATRFIB,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Heart Disease and Stroke,Coronary heart disease,,,-0.02,-0.02,0.00,0,0.01,0.01,,,Any Alcohol Use,Female,Overall,53,CHRONIC,CAT3,ISCHTD,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Heart Disease and Stroke,Coronary heart disease,,,-0.02,-0.02,0.00,0,0.01,0.01,,,Any Alcohol Use,Male,Overall,53,CHRONIC,CAT3,ISCHTD,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Heart Disease and Stroke,Hypertension,,,0.05,0.05,0.04,0.04,0.09,0.09,,,Any Alcohol Use,Male,Overall,53,CHRONIC,CAT3,HYPERT,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Heart Disease and Stroke,Hypertension,,,-0.06,-0.06,0.02,0.02,0.10,0.1,,,Any Alcohol Use,Female,Overall,53,CHRONIC,CAT3,HYPERT,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",,,0.03,0.03,0.03,0.03,0.07,0.07,,,Any Alcohol Use,Female,Overall,53,CHRONIC,CAT3,STRHEM,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",,,0.04,0.04,0.03,0.03,0.07,0.07,,,Any Alcohol Use,Male,Overall,53,CHRONIC,CAT3,STRHEM,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Heart Disease and Stroke,"Stroke, ischemic",,,-0.05,-0.05,0.00,0,0.04,0.04,,,Any Alcohol Use,Male,Overall,53,CHRONIC,CAT3,STRISC,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Heart Disease and Stroke,"Stroke, ischemic",,,-0.13,-0.13,-0.04,-0.04,-0.01,-0.01,,,Any Alcohol Use,Female,Overall,53,CHRONIC,CAT3,STRISC,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,"Liver, Gallbladder, and Pancreas",Esophageal varices,0.68,0.68,,,,,,,#,"Esophageal varices and portal hypertension: Alcohol-attributable fraction calculated by summing all alcoholic liver cirrhosis deaths and 40% of the unspecified liver cirrhosis deaths and chronic hepatitis not elsewhere classified, and then divide that by the sum of total cirrhosis deaths (that is, all alcoholic liver cirrhosis deaths; all unspecified liver cirrhosis deaths; and all chronic hepatitis not elsewhere classified deaths).",Any Alcohol Use,Female,Overall,53,CHRONIC,CAT4,ESOVAR,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,"Liver, Gallbladder, and Pancreas",Esophageal varices,0.68,0.68,,,,,,,#,"Esophageal varices and portal hypertension: Alcohol-attributable fraction calculated by summing all alcoholic liver cirrhosis deaths and 40% of the unspecified liver cirrhosis deaths and chronic hepatitis not elsewhere classified, and then divide that by the sum of total cirrhosis deaths (that is, all alcoholic liver cirrhosis deaths; all unspecified liver cirrhosis deaths; and all chronic hepatitis not elsewhere classified deaths).",Any Alcohol Use,Male,Overall,53,CHRONIC,CAT4,ESOVAR,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,"Liver, Gallbladder, and Pancreas",Gallbladder disease,,,-0.05,-0.05,-0.03,-0.03,-0.03,-0.03,,,Any Alcohol Use,Female,Overall,53,CHRONIC,CAT4,GALLBL,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,"Liver, Gallbladder, and Pancreas",Gallbladder disease,,,-0.08,-0.08,-0.02,-0.02,-0.06,-0.06,,,Any Alcohol Use,Male,Overall,53,CHRONIC,CAT4,GALLBL,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,"Liver, Gallbladder, and Pancreas",Gastroesophageal hemorrhage,0.47,0.47,,,,,,,,,Any Alcohol Use,Female,Overall,53,CHRONIC,CAT4,GASHEM,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,"Liver, Gallbladder, and Pancreas",Gastroesophageal hemorrhage,0.47,0.47,,,,,,,,,Any Alcohol Use,Male,Overall,53,CHRONIC,CAT4,GASHEM,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",0.40,0.4,,,,,,,,,Any Alcohol Use,Female,Overall,53,CHRONIC,CAT4,LIVCIR,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",0.40,0.4,,,,,,,,,Any Alcohol Use,Male,Overall,53,CHRONIC,CAT4,LIVCIR,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,"Liver, Gallbladder, and Pancreas","Pancreatitis, acute",,,0.10,0.1,0.03,0.03,0.03,0.03,,,Any Alcohol Use,Female,Overall,53,CHRONIC,CAT4,ACUPAN,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,"Liver, Gallbladder, and Pancreas","Pancreatitis, acute",,,0.12,0.12,0.03,0.03,0.03,0.03,,,Any Alcohol Use,Male,Overall,53,CHRONIC,CAT4,ACUPAN,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,"Liver, Gallbladder, and Pancreas","Pancreatitis, chronic",,,0.08,0.08,0.06,0.06,0.18,0.18,,,Any Alcohol Use,Male,Overall,53,CHRONIC,CAT4,CHRPAN,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,"Liver, Gallbladder, and Pancreas","Pancreatitis, chronic",,,0.09,0.09,0.05,0.05,0.07,0.07,,,Any Alcohol Use,Female,Overall,53,CHRONIC,CAT4,CHRPAN,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,"Liver, Gallbladder, and Pancreas",Portal hypertension,0.68,0.68,,,,,,,#,"Esophageal varices and portal hypertension: Alcohol-attributable fraction calculated by summing all alcoholic liver cirrhosis deaths and 40% of the unspecified liver cirrhosis deaths and chronic hepatitis not elsewhere classified, and then divide that by the sum of total cirrhosis deaths (that is, all alcoholic liver cirrhosis deaths; all unspecified liver cirrhosis deaths; and all chronic hepatitis not elsewhere classified deaths).",Any Alcohol Use,Female,Overall,53,CHRONIC,CAT4,PORHYP,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,"Liver, Gallbladder, and Pancreas",Portal hypertension,0.68,0.68,,,,,,,#,"Esophageal varices and portal hypertension: Alcohol-attributable fraction calculated by summing all alcoholic liver cirrhosis deaths and 40% of the unspecified liver cirrhosis deaths and chronic hepatitis not elsewhere classified, and then divide that by the sum of total cirrhosis deaths (that is, all alcoholic liver cirrhosis deaths; all unspecified liver cirrhosis deaths; and all chronic hepatitis not elsewhere classified deaths).",Any Alcohol Use,Male,Overall,53,CHRONIC,CAT4,PORHYP,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Other Chronic Causes,Chronic hepatitis,,,0.06,0.06,0.03,0.03,0.04,0.04,,,Any Alcohol Use,Female,Overall,53,CHRONIC,CAT5,CHRHEP,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Other Chronic Causes,Chronic hepatitis,,,0.06,0.06,0.04,0.04,0.10,0.1,,,Any Alcohol Use,Male,Overall,53,CHRONIC,CAT5,CHRHEP,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Other Chronic Causes,"Infant death, low birth weight",,,0.00,0,0.02,0.02,0.05,0.05,**,"Infant deaths (low birth weight, pre-term birth and small for gestational age): Alcohol consumption prevalence estimates calculated among women aged 18 to 44 years only.",Any Alcohol Use,Female,Overall,53,CHRONIC,CAT5,INFLBW,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,WA,Washington,ARDI,Alcohol-Attributable Fractions,Chronic,Other Chronic Causes,"Infant death, low birth weight",,,0.00,0,0.02,0.02,0.05,0.05,**,"Infant deaths (low birth weight, pre-term birth and small for gestational age): Alcohol consumption prevalence estimates calculated among women aged 18 to 44 years only.",Any Alcohol Use,Male,Overall,53,CHRONIC,CAT5,INFLBW,ANYALC,GENM,Age0,5YEARSAVG
